age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
55.00,unknown,married,primary,no,159.00,no,no,unknown,4.00,sep,15.00,1.00,-1.00,0.00,unknown,no
33.00,blue-collar,married,secondary,no,1134.00,yes,no,unknown,23.00,may,304.00,2.00,-1.00,0.00,unknown,no
42.00,blue-collar,married,secondary,no,352.00,yes,no,cellular,11.00,may,79.00,3.00,-1.00,0.00,unknown,no
37.00,management,married,tertiary,no,865.00,yes,no,cellular,3.00,jun,101.00,1.00,-1.00,0.00,unknown,no
59.00,blue-collar,married,primary,no,179.00,yes,no,unknown,5.00,may,55.00,3.00,-1.00,0.00,unknown,no
27.00,blue-collar,single,secondary,no,5.00,yes,no,unknown,19.00,may,205.00,3.00,-1.00,0.00,unknown,no
23.00,student,married,tertiary,yes,-230.00,yes,no,cellular,18.00,may,259.00,2.00,-1.00,0.00,unknown,no
51.00,management,divorced,tertiary,no,0.00,no,no,cellular,13.00,aug,60.00,2.00,-1.00,0.00,unknown,no
50.00,blue-collar,married,primary,no,3924.00,yes,no,cellular,20.00,apr,122.00,2.00,-1.00,0.00,unknown,no
43.00,technician,married,secondary,no,764.00,yes,no,cellular,14.00,jul,557.00,5.00,-1.00,0.00,unknown,no
37.00,blue-collar,divorced,primary,no,511.00,yes,no,telephone,11.00,may,42.00,1.00,-1.00,0.00,unknown,no
34.00,management,single,tertiary,no,4348.00,yes,no,cellular,28.00,aug,373.00,8.00,-1.00,0.00,unknown,no
41.00,management,married,tertiary,no,3016.00,yes,no,cellular,14.00,jul,80.00,3.00,-1.00,0.00,unknown,no
26.00,student,single,secondary,no,279.00,no,no,cellular,7.00,may,239.00,3.00,-1.00,0.00,unknown,no
49.00,management,divorced,tertiary,no,1405.00,no,no,unknown,8.00,jun,29.00,1.00,-1.00,0.00,unknown,no
29.00,blue-collar,single,secondary,no,908.00,yes,no,unknown,20.00,jun,1663.00,1.00,-1.00,0.00,unknown,yes
30.00,management,single,tertiary,no,162.00,yes,no,unknown,20.00,may,186.00,4.00,-1.00,0.00,unknown,no
38.00,services,divorced,secondary,no,792.00,no,no,unknown,6.00,jun,430.00,1.00,-1.00,0.00,unknown,no
58.00,management,married,secondary,no,111.00,no,no,telephone,24.00,mar,58.00,2.00,-1.00,0.00,unknown,no
34.00,student,single,unknown,no,1281.00,no,no,cellular,25.00,aug,279.00,1.00,117.00,1.00,failure,no
53.00,services,divorced,unknown,no,1012.00,yes,no,cellular,28.00,jul,332.00,2.00,-1.00,0.00,unknown,no
50.00,management,married,tertiary,no,2881.00,no,no,cellular,5.00,aug,510.00,2.00,2.00,5.00,other,no
30.00,blue-collar,single,secondary,no,445.00,yes,no,cellular,16.00,apr,218.00,1.00,330.00,2.00,failure,no
40.00,management,married,secondary,no,643.00,yes,no,cellular,17.00,apr,74.00,2.00,256.00,1.00,failure,no
57.00,housemaid,single,secondary,no,254.00,no,no,cellular,8.00,oct,676.00,1.00,-1.00,0.00,unknown,no
40.00,management,married,tertiary,no,-1212.00,yes,no,cellular,15.00,may,1259.00,2.00,333.00,18.00,failure,no
41.00,technician,married,secondary,no,2125.00,yes,yes,cellular,21.00,nov,285.00,3.00,116.00,4.00,failure,no
53.00,technician,divorced,unknown,no,629.00,yes,no,cellular,8.00,may,298.00,1.00,-1.00,0.00,unknown,no
48.00,blue-collar,married,secondary,no,-202.00,yes,yes,cellular,30.00,jul,225.00,4.00,-1.00,0.00,unknown,no
32.00,technician,single,secondary,no,271.00,yes,no,cellular,13.00,may,80.00,2.00,268.00,2.00,other,no
34.00,management,married,tertiary,no,703.00,yes,no,cellular,14.00,apr,342.00,1.00,-1.00,0.00,unknown,yes
46.00,blue-collar,married,secondary,no,-216.00,yes,no,cellular,28.00,jul,404.00,3.00,-1.00,0.00,unknown,no
45.00,services,divorced,secondary,no,88.00,no,yes,cellular,7.00,jul,332.00,1.00,-1.00,0.00,unknown,no
51.00,admin.,single,tertiary,no,16.00,yes,no,cellular,30.00,jan,158.00,1.00,-1.00,0.00,unknown,no
31.00,management,married,secondary,no,466.00,yes,no,cellular,14.00,may,164.00,1.00,-1.00,0.00,unknown,no
47.00,technician,married,secondary,no,-75.00,yes,no,cellular,4.00,feb,57.00,1.00,247.00,1.00,other,no
32.00,blue-collar,married,secondary,no,456.00,no,no,cellular,12.00,may,121.00,1.00,-1.00,0.00,unknown,no
41.00,technician,married,secondary,no,77.00,yes,no,cellular,7.00,may,56.00,1.00,-1.00,0.00,unknown,no
37.00,services,single,secondary,no,-244.00,no,no,unknown,3.00,jul,178.00,1.00,-1.00,0.00,unknown,no
27.00,blue-collar,single,primary,no,1209.00,no,no,cellular,29.00,jan,283.00,1.00,-1.00,0.00,unknown,no
27.00,services,married,secondary,no,58.00,yes,no,cellular,7.00,may,113.00,1.00,337.00,2.00,other,no
50.00,management,married,secondary,yes,421.00,no,no,cellular,20.00,nov,22.00,5.00,-1.00,0.00,unknown,no
31.00,management,single,tertiary,no,112.00,yes,no,cellular,2.00,feb,159.00,2.00,271.00,1.00,failure,no
40.00,self-employed,married,tertiary,no,13669.00,no,no,cellular,15.00,oct,138.00,1.00,136.00,8.00,other,no
43.00,management,married,tertiary,no,1429.00,yes,no,cellular,19.00,nov,1015.00,1.00,198.00,2.00,other,yes
39.00,technician,married,tertiary,no,794.00,no,no,telephone,2.00,feb,182.00,1.00,-1.00,0.00,unknown,no
31.00,entrepreneur,single,tertiary,no,1957.00,no,no,cellular,4.00,feb,112.00,3.00,-1.00,0.00,unknown,no
48.00,technician,married,secondary,no,454.00,yes,no,cellular,10.00,jul,114.00,1.00,-1.00,0.00,unknown,no
32.00,blue-collar,single,primary,no,882.00,no,yes,cellular,29.00,jul,80.00,8.00,-1.00,0.00,unknown,no
47.00,unemployed,married,primary,no,168.00,yes,no,telephone,30.00,jan,66.00,1.00,241.00,1.00,other,no
35.00,management,single,tertiary,no,714.00,yes,no,cellular,26.00,aug,135.00,22.00,-1.00,0.00,unknown,no
42.00,management,single,tertiary,no,0.00,no,no,cellular,7.00,sep,99.00,1.00,-1.00,0.00,unknown,no
47.00,blue-collar,married,secondary,no,1996.00,no,no,unknown,5.00,jun,761.00,2.00,-1.00,0.00,unknown,yes
59.00,retired,married,secondary,no,163.00,no,no,cellular,24.00,jul,464.00,1.00,-1.00,0.00,unknown,no
38.00,admin.,married,secondary,no,3190.00,yes,no,unknown,20.00,jun,20.00,2.00,-1.00,0.00,unknown,no
50.00,unemployed,married,secondary,no,1772.00,no,no,cellular,29.00,jul,206.00,4.00,-1.00,0.00,unknown,no
27.00,services,single,secondary,no,-151.00,no,no,cellular,8.00,jul,283.00,2.00,-1.00,0.00,unknown,no
55.00,housemaid,married,primary,no,16.00,no,no,unknown,20.00,jun,64.00,1.00,-1.00,0.00,unknown,no
39.00,services,single,secondary,no,7066.00,yes,no,cellular,15.00,may,667.00,3.00,357.00,3.00,other,yes
31.00,technician,single,tertiary,no,454.00,no,no,cellular,4.00,feb,73.00,3.00,-1.00,0.00,unknown,no
37.00,entrepreneur,married,tertiary,no,4798.00,yes,no,unknown,20.00,may,156.00,2.00,-1.00,0.00,unknown,no
28.00,technician,single,secondary,yes,-298.00,yes,no,unknown,3.00,jun,559.00,7.00,-1.00,0.00,unknown,no
42.00,technician,married,secondary,no,439.00,no,no,cellular,20.00,aug,143.00,2.00,-1.00,0.00,unknown,no
40.00,services,divorced,secondary,no,1927.00,yes,no,unknown,15.00,may,62.00,1.00,-1.00,0.00,unknown,no
59.00,management,single,secondary,no,671.00,yes,yes,cellular,29.00,jan,219.00,2.00,259.00,5.00,failure,no
40.00,services,single,secondary,no,65.00,yes,no,cellular,15.00,may,15.00,3.00,-1.00,0.00,unknown,no
43.00,technician,married,secondary,no,-932.00,yes,no,cellular,16.00,apr,567.00,1.00,-1.00,0.00,unknown,no
38.00,technician,single,secondary,no,4366.00,yes,no,cellular,29.00,jul,188.00,2.00,-1.00,0.00,unknown,no
54.00,retired,married,primary,no,0.00,yes,no,cellular,11.00,jul,159.00,2.00,-1.00,0.00,unknown,no
41.00,blue-collar,married,secondary,no,4900.00,yes,no,telephone,31.00,jul,121.00,2.00,-1.00,0.00,unknown,no
55.00,housemaid,divorced,primary,no,976.00,no,no,cellular,28.00,jun,345.00,1.00,94.00,3.00,other,yes
33.00,management,married,tertiary,no,148.00,no,no,unknown,20.00,may,717.00,1.00,-1.00,0.00,unknown,no
46.00,blue-collar,married,secondary,no,5.00,no,no,cellular,18.00,aug,71.00,3.00,-1.00,0.00,unknown,no
36.00,management,married,secondary,no,-148.00,no,no,cellular,18.00,nov,144.00,2.00,-1.00,0.00,unknown,no
48.00,technician,divorced,tertiary,no,113.00,no,yes,cellular,22.00,jul,38.00,1.00,-1.00,0.00,unknown,no
42.00,management,married,secondary,no,-105.00,yes,no,cellular,28.00,aug,60.00,2.00,-1.00,0.00,unknown,no
46.00,management,divorced,tertiary,no,624.00,no,no,cellular,17.00,sep,336.00,2.00,183.00,2.00,success,yes
49.00,technician,married,secondary,yes,-1680.00,yes,yes,unknown,27.00,jun,92.00,4.00,-1.00,0.00,unknown,no
36.00,blue-collar,married,secondary,no,-461.00,no,no,cellular,11.00,may,254.00,2.00,353.00,1.00,failure,no
34.00,technician,single,tertiary,no,144.00,yes,yes,cellular,14.00,oct,104.00,1.00,85.00,19.00,failure,no
51.00,entrepreneur,divorced,tertiary,no,4.00,yes,yes,cellular,20.00,apr,74.00,5.00,-1.00,0.00,unknown,no
58.00,blue-collar,married,primary,no,309.00,no,no,cellular,19.00,aug,156.00,2.00,-1.00,0.00,unknown,no
48.00,management,married,tertiary,no,866.00,no,no,cellular,29.00,jan,146.00,2.00,-1.00,0.00,unknown,no
41.00,admin.,single,secondary,no,1020.00,yes,no,unknown,19.00,may,882.00,1.00,-1.00,0.00,unknown,yes
49.00,self-employed,married,primary,no,489.00,yes,no,unknown,27.00,may,84.00,4.00,-1.00,0.00,unknown,no
43.00,management,married,primary,no,8167.00,yes,no,unknown,19.00,may,114.00,2.00,-1.00,0.00,unknown,no
32.00,blue-collar,single,secondary,no,-255.00,no,yes,unknown,2.00,jul,957.00,3.00,-1.00,0.00,unknown,no
54.00,retired,married,secondary,no,3671.00,no,no,unknown,11.00,jun,67.00,3.00,-1.00,0.00,unknown,no
33.00,blue-collar,divorced,primary,no,636.00,yes,no,cellular,9.00,jul,211.00,11.00,-1.00,0.00,unknown,no
35.00,technician,married,secondary,no,141.00,yes,no,cellular,19.00,aug,299.00,2.00,-1.00,0.00,unknown,no
56.00,technician,married,secondary,no,150.00,yes,yes,cellular,11.00,may,102.00,6.00,349.00,1.00,failure,no
57.00,technician,married,secondary,no,839.00,no,yes,unknown,5.00,may,225.00,1.00,-1.00,0.00,unknown,no
31.00,housemaid,single,primary,no,26965.00,no,no,cellular,21.00,apr,654.00,2.00,-1.00,0.00,unknown,yes
33.00,technician,single,secondary,no,716.00,yes,no,cellular,14.00,may,234.00,2.00,-1.00,0.00,unknown,no
29.00,technician,single,tertiary,no,2485.00,no,no,telephone,24.00,jul,48.00,6.00,-1.00,0.00,unknown,no
38.00,management,single,tertiary,no,15030.00,yes,no,cellular,13.00,may,167.00,1.00,174.00,7.00,other,no
37.00,admin.,married,secondary,no,11303.00,no,no,cellular,26.00,may,500.00,2.00,-1.00,0.00,unknown,no
33.00,entrepreneur,married,tertiary,no,595.00,no,no,cellular,7.00,aug,22.00,2.00,-1.00,0.00,unknown,no
30.00,management,single,tertiary,no,19358.00,no,no,cellular,19.00,nov,258.00,2.00,-1.00,0.00,unknown,no
31.00,self-employed,single,secondary,no,203.00,no,yes,cellular,19.00,nov,177.00,1.00,-1.00,0.00,unknown,no
28.00,technician,single,tertiary,no,183.00,yes,yes,unknown,28.00,may,62.00,2.00,-1.00,0.00,unknown,no
26.00,admin.,single,secondary,no,255.00,no,no,cellular,30.00,apr,457.00,1.00,80.00,1.00,success,yes
31.00,technician,single,secondary,no,102.00,yes,no,telephone,17.00,apr,460.00,2.00,345.00,2.00,failure,no
50.00,housemaid,divorced,primary,no,94.00,yes,no,cellular,22.00,jul,184.00,4.00,-1.00,0.00,unknown,no
45.00,entrepreneur,married,primary,no,58.00,yes,no,telephone,13.00,may,119.00,3.00,371.00,3.00,failure,no
48.00,management,married,primary,no,606.00,no,no,cellular,5.00,mar,77.00,6.00,-1.00,0.00,unknown,no
41.00,technician,married,secondary,no,0.00,no,yes,cellular,23.00,jul,107.00,1.00,-1.00,0.00,unknown,no
60.00,technician,married,primary,no,65.00,yes,no,unknown,9.00,may,1028.00,2.00,-1.00,0.00,unknown,yes
41.00,blue-collar,married,secondary,no,338.00,yes,no,unknown,14.00,may,87.00,1.00,-1.00,0.00,unknown,no
43.00,blue-collar,married,primary,no,757.00,yes,no,unknown,9.00,may,315.00,4.00,-1.00,0.00,unknown,no
36.00,management,married,tertiary,no,9269.00,yes,yes,cellular,19.00,nov,107.00,2.00,-1.00,0.00,unknown,no
40.00,blue-collar,married,primary,no,1206.00,no,yes,telephone,16.00,jul,201.00,5.00,-1.00,0.00,unknown,no
28.00,management,single,tertiary,no,882.00,no,yes,cellular,29.00,jan,94.00,1.00,205.00,2.00,failure,no
27.00,student,single,tertiary,no,5291.00,no,no,cellular,12.00,nov,192.00,2.00,92.00,2.00,failure,yes
49.00,management,single,secondary,no,61.00,yes,no,cellular,29.00,jan,185.00,2.00,246.00,1.00,failure,no
37.00,technician,married,tertiary,no,0.00,yes,no,cellular,17.00,nov,77.00,1.00,-1.00,0.00,unknown,no
31.00,blue-collar,married,secondary,no,1407.00,yes,no,cellular,6.00,may,142.00,3.00,-1.00,0.00,unknown,no
31.00,technician,single,secondary,yes,25.00,no,no,cellular,2.00,feb,381.00,1.00,-1.00,0.00,unknown,no
31.00,blue-collar,married,secondary,no,1354.00,yes,yes,cellular,17.00,nov,222.00,2.00,-1.00,0.00,unknown,no
35.00,blue-collar,married,primary,no,793.00,yes,no,cellular,17.00,apr,106.00,1.00,-1.00,0.00,unknown,no
51.00,blue-collar,divorced,unknown,no,10287.00,yes,no,unknown,29.00,may,117.00,1.00,-1.00,0.00,unknown,no
33.00,technician,single,secondary,no,5235.00,no,no,cellular,7.00,aug,67.00,3.00,-1.00,0.00,unknown,no
30.00,technician,single,tertiary,no,3.00,yes,no,cellular,6.00,may,45.00,2.00,169.00,2.00,failure,no
58.00,technician,single,secondary,no,409.00,no,yes,cellular,14.00,jul,643.00,2.00,-1.00,0.00,unknown,no
34.00,admin.,married,tertiary,no,35.00,yes,no,cellular,15.00,oct,76.00,1.00,69.00,2.00,failure,no
45.00,management,married,tertiary,no,-459.00,no,no,cellular,21.00,aug,508.00,6.00,-1.00,0.00,unknown,no
28.00,services,single,secondary,no,198.00,no,no,cellular,5.00,jul,128.00,2.00,-1.00,0.00,unknown,yes
31.00,blue-collar,married,primary,no,99.00,yes,no,cellular,17.00,apr,193.00,2.00,322.00,1.00,other,no
40.00,management,married,tertiary,no,60.00,no,no,unknown,16.00,jun,172.00,6.00,-1.00,0.00,unknown,no
30.00,services,single,secondary,no,3485.00,no,no,cellular,2.00,feb,142.00,2.00,-1.00,0.00,unknown,no
34.00,entrepreneur,married,secondary,no,-139.00,yes,yes,unknown,27.00,may,492.00,2.00,-1.00,0.00,unknown,no
40.00,blue-collar,married,secondary,no,952.00,no,yes,unknown,12.00,jun,140.00,1.00,-1.00,0.00,unknown,no
59.00,retired,married,primary,no,1427.00,no,no,unknown,18.00,jun,140.00,2.00,-1.00,0.00,unknown,no
43.00,technician,single,tertiary,no,1017.00,yes,no,unknown,19.00,may,257.00,2.00,-1.00,0.00,unknown,no
41.00,management,married,tertiary,no,-29.00,no,no,cellular,29.00,jan,41.00,2.00,266.00,2.00,failure,no
33.00,technician,divorced,secondary,no,9.00,no,no,cellular,21.00,aug,91.00,2.00,-1.00,0.00,unknown,no
33.00,management,married,secondary,no,4040.00,yes,no,cellular,20.00,apr,132.00,2.00,-1.00,0.00,unknown,no
36.00,blue-collar,married,secondary,no,13.00,no,no,unknown,3.00,jun,284.00,1.00,-1.00,0.00,unknown,no
32.00,self-employed,single,secondary,no,1259.00,no,no,cellular,25.00,jul,184.00,2.00,-1.00,0.00,unknown,no
25.00,admin.,married,secondary,no,18.00,yes,no,cellular,18.00,jul,225.00,1.00,-1.00,0.00,unknown,no
25.00,blue-collar,married,secondary,no,-76.00,yes,no,unknown,12.00,may,241.00,3.00,-1.00,0.00,unknown,no
38.00,technician,single,tertiary,no,221.00,no,no,cellular,20.00,aug,79.00,3.00,-1.00,0.00,unknown,no
34.00,management,married,tertiary,no,136.00,yes,no,cellular,22.00,apr,156.00,1.00,-1.00,0.00,unknown,no
67.00,blue-collar,married,secondary,no,16353.00,no,no,cellular,27.00,oct,223.00,2.00,-1.00,0.00,unknown,no
32.00,blue-collar,married,secondary,no,-63.00,yes,no,unknown,30.00,may,198.00,1.00,-1.00,0.00,unknown,no
45.00,housemaid,married,primary,no,7353.00,no,no,cellular,13.00,aug,536.00,2.00,-1.00,0.00,unknown,no
33.00,blue-collar,married,primary,no,511.00,yes,no,unknown,21.00,may,304.00,2.00,-1.00,0.00,unknown,no
38.00,admin.,married,primary,no,3913.00,yes,no,cellular,20.00,apr,196.00,2.00,315.00,2.00,failure,no
32.00,technician,divorced,secondary,no,1097.00,yes,no,unknown,12.00,may,298.00,2.00,-1.00,0.00,unknown,no
54.00,retired,divorced,tertiary,no,6102.00,yes,yes,unknown,21.00,may,86.00,6.00,-1.00,0.00,unknown,no
51.00,admin.,divorced,secondary,no,340.00,yes,no,unknown,8.00,may,186.00,1.00,-1.00,0.00,unknown,no
42.00,blue-collar,married,primary,no,-119.00,yes,no,cellular,22.00,jul,167.00,3.00,-1.00,0.00,unknown,no
41.00,admin.,married,secondary,no,2993.00,yes,no,cellular,22.00,jul,24.00,12.00,-1.00,0.00,unknown,no
39.00,management,divorced,tertiary,no,3575.00,no,yes,cellular,18.00,aug,74.00,3.00,-1.00,0.00,unknown,no
38.00,blue-collar,married,secondary,no,361.00,yes,no,unknown,11.00,jun,601.00,1.00,-1.00,0.00,unknown,no
39.00,management,married,secondary,no,1072.00,yes,no,unknown,27.00,may,1168.00,2.00,-1.00,0.00,unknown,no
46.00,blue-collar,married,primary,no,2904.00,no,no,cellular,20.00,apr,277.00,2.00,-1.00,0.00,unknown,no
50.00,entrepreneur,divorced,tertiary,no,1790.00,no,yes,cellular,6.00,feb,748.00,3.00,-1.00,0.00,unknown,no
33.00,blue-collar,married,secondary,no,86.00,yes,no,unknown,19.00,may,364.00,1.00,-1.00,0.00,unknown,no
37.00,technician,married,secondary,no,1633.00,yes,no,unknown,19.00,may,229.00,3.00,-1.00,0.00,unknown,no
31.00,management,married,tertiary,no,8312.00,no,no,cellular,29.00,aug,43.00,13.00,-1.00,0.00,unknown,no
34.00,blue-collar,divorced,unknown,no,172.00,no,no,cellular,15.00,jun,177.00,1.00,-1.00,0.00,unknown,yes
34.00,management,married,tertiary,no,0.00,yes,no,cellular,7.00,aug,262.00,1.00,99.00,2.00,success,yes
36.00,management,married,tertiary,no,222.00,yes,no,cellular,6.00,may,317.00,1.00,169.00,2.00,failure,no
40.00,technician,married,secondary,no,109.00,no,no,unknown,20.00,jun,402.00,22.00,-1.00,0.00,unknown,no
40.00,blue-collar,married,secondary,no,1451.00,no,no,cellular,1.00,jun,314.00,1.00,-1.00,0.00,unknown,yes
41.00,technician,married,secondary,no,1066.00,no,no,cellular,11.00,feb,109.00,3.00,-1.00,0.00,unknown,yes
52.00,management,married,tertiary,no,3163.00,no,no,cellular,25.00,aug,56.00,6.00,-1.00,0.00,unknown,no
40.00,services,single,secondary,no,888.00,yes,no,unknown,12.00,may,169.00,2.00,-1.00,0.00,unknown,no
48.00,blue-collar,single,unknown,no,428.00,yes,no,cellular,18.00,may,127.00,1.00,-1.00,0.00,unknown,no
33.00,management,divorced,secondary,no,106.00,no,no,cellular,20.00,aug,175.00,3.00,-1.00,0.00,unknown,no
44.00,technician,divorced,secondary,no,0.00,no,no,cellular,12.00,aug,56.00,2.00,-1.00,0.00,unknown,no
55.00,management,married,tertiary,no,979.00,no,yes,cellular,8.00,jul,123.00,1.00,-1.00,0.00,unknown,no
51.00,admin.,married,secondary,no,2662.00,no,no,telephone,28.00,jan,148.00,2.00,-1.00,0.00,unknown,no
34.00,management,single,tertiary,no,84.00,no,no,cellular,5.00,feb,231.00,1.00,-1.00,0.00,unknown,no
58.00,retired,divorced,unknown,no,5920.00,yes,no,cellular,23.00,jul,255.00,1.00,-1.00,0.00,unknown,no
39.00,management,single,tertiary,no,816.00,yes,no,cellular,27.00,aug,37.00,3.00,-1.00,0.00,unknown,no
27.00,unemployed,single,secondary,no,3276.00,no,no,cellular,5.00,aug,106.00,1.00,110.00,2.00,other,no
55.00,management,divorced,unknown,no,2.00,yes,no,unknown,19.00,may,95.00,1.00,-1.00,0.00,unknown,no
35.00,technician,single,secondary,no,-51.00,no,no,unknown,2.00,jul,134.00,2.00,-1.00,0.00,unknown,no
37.00,technician,single,tertiary,no,3315.00,yes,no,cellular,9.00,apr,820.00,2.00,-1.00,0.00,unknown,no
52.00,technician,married,secondary,no,196.00,yes,yes,cellular,24.00,feb,116.00,1.00,273.00,3.00,failure,no
41.00,blue-collar,married,secondary,no,552.00,yes,no,cellular,12.00,may,463.00,1.00,-1.00,0.00,unknown,no
52.00,admin.,married,secondary,no,2347.00,no,yes,cellular,12.00,aug,603.00,3.00,-1.00,0.00,unknown,no
34.00,blue-collar,single,secondary,no,3723.00,yes,no,unknown,27.00,may,47.00,5.00,-1.00,0.00,unknown,no
53.00,management,divorced,primary,no,255.00,no,no,cellular,19.00,nov,126.00,1.00,-1.00,0.00,unknown,no
33.00,management,single,tertiary,no,3143.00,no,no,cellular,29.00,jun,421.00,2.00,-1.00,0.00,unknown,yes
47.00,self-employed,married,secondary,no,0.00,no,no,unknown,26.00,jun,174.00,8.00,-1.00,0.00,unknown,no
35.00,blue-collar,married,secondary,no,6411.00,yes,yes,cellular,30.00,jan,144.00,1.00,266.00,2.00,failure,no
33.00,management,single,tertiary,no,1909.00,no,no,cellular,8.00,aug,191.00,2.00,-1.00,0.00,unknown,no
55.00,blue-collar,married,primary,no,3873.00,no,no,telephone,21.00,apr,222.00,1.00,-1.00,0.00,unknown,no
58.00,self-employed,married,primary,no,1013.00,yes,no,cellular,11.00,aug,206.00,1.00,461.00,1.00,failure,yes
44.00,admin.,married,secondary,no,262.00,yes,no,cellular,9.00,jul,74.00,1.00,-1.00,0.00,unknown,no
25.00,services,single,secondary,no,3217.00,yes,no,unknown,28.00,may,24.00,1.00,-1.00,0.00,unknown,no
37.00,technician,single,secondary,no,5436.00,yes,no,cellular,6.00,may,7.00,11.00,351.00,1.00,failure,no
41.00,blue-collar,married,primary,no,2067.00,yes,no,cellular,15.00,may,493.00,7.00,-1.00,0.00,unknown,no
34.00,blue-collar,single,secondary,no,215.00,no,no,cellular,3.00,mar,350.00,3.00,-1.00,0.00,unknown,yes
36.00,services,divorced,secondary,no,1594.00,no,no,unknown,6.00,jun,250.00,3.00,-1.00,0.00,unknown,no
44.00,self-employed,married,tertiary,no,134.00,no,no,cellular,28.00,aug,86.00,4.00,-1.00,0.00,unknown,no
